l2 gear
10:36:10.632 -> Acceleration in g's  X: -0.063, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 3.613
10:42:00.559 -> Acceleration in g's  X: -0.039, Y: 0.035, Z: 1.001, roll: 2.012, pitch: 2.233
10:42:00.592 -> Acceleration in g's  X: -0.033, Y: 0.034, Z: 0.965, roll: 2.029, pitch: 1.970
10:42:00.627 -> Acceleration in g's  X: -0.031, Y: 0.040, Z: 0.966, roll: 2.374, pitch: 1.852
10:42:00.660 -> Acceleration in g's  X: -0.027, Y: 0.042, Z: 0.958, roll: 2.510, pitch: 1.633
10:42:00.660 -> Acceleration in g's  X: -0.030, Y: 0.036, Z: 0.978, roll: 2.117, pitch: 1.773
10:42:00.694 -> Acceleration in g's  X: -0.030, Y: 0.030, Z: 0.960, roll: 1.806, pitch: 1.805
10:42:00.728 -> Acceleration in g's  X: -0.036, Y: 0.046, Z: 0.975, roll: 2.696, pitch: 2.121
10:42:00.762 -> Acceleration in g's  X: -0.038, Y: 0.038, Z: 0.980, roll: 2.225, pitch: 2.223
10:42:00.762 -> Acceleration in g's  X: -0.033, Y: 0.040, Z: 0.980, roll: 2.338, pitch: 1.938
10:42:00.797 -> Acceleration in g's  X: -0.039, Y: 0.039, Z: 0.981, roll: 2.279, pitch: 2.277
10:42:00.831 -> Acceleration in g's  X: -0.032, Y: 0.047, Z: 1.015, roll: 2.645, pitch: 1.817
10:42:00.864 -> Acceleration in g's  X: -0.029, Y: 0.034, Z: 1.000, roll: 1.958, pitch: 1.677
10:42:00.864 -> Acceleration in g's  X: -0.036, Y: 0.025, Z: 0.974, roll: 1.494, pitch: 2.125
10:42:00.897 -> Acceleration in g's  X: -0.017, Y: 0.035, Z: 1.003, roll: 2.008, pitch: 0.948
10:42:00.932 -> Acceleration in g's  X: -0.012, Y: 0.032, Z: 0.997, roll: 1.851, pitch: 0.673
10:42:00.967 -> Acceleration in g's  X: -0.015, Y: 0.039, Z: 0.987, roll: 2.266, pitch: 0.849
10:42:00.967 -> Acceleration in g's  X: -0.019, Y: 0.032, Z: 0.991, roll: 1.862, pitch: 1.072
10:42:01.001 -> Acceleration in g's  X: -0.021, Y: 0.041, Z: 0.999, roll: 2.351, pitch: 1.175
10:42:01.036 -> Acceleration in g's  X: -0.030, Y: 0.026, Z: 0.975, roll: 1.550, pitch: 1.779
10:42:01.070 -> Acceleration in g's  X: -0.039, Y: 0.030, Z: 0.959, roll: 1.808, pitch: 2.331
10:42:01.070 -> Acceleration in g's  X: -0.044, Y: 0.035, Z: 0.980, roll: 2.054, pitch: 2.565
10:42:01.103 -> Acceleration in g's  X: -0.045, Y: 0.035, Z: 0.977, roll: 2.062, pitch: 2.632
10:42:01.137 -> Acceleration in g's  X: -0.055, Y: 0.041, Z: 1.000, roll: 2.349, pitch: 3.128
10:42:01.171 -> Acceleration in g's  X: -0.042, Y: 0.042, Z: 1.006, roll: 2.391, pitch: 2.388
10:42:01.171 -> Acceleration in g's  X: -0.041, Y: 0.036, Z: 0.999, roll: 2.071, pitch: 2.349
10:42:01.204 -> Acceleration in g's  X: -0.044, Y: 0.031, Z: 1.001, roll: 1.788, pitch: 2.513
10:42:01.238 -> Acceleration in g's  X: -0.043, Y: 0.027, Z: 0.995, roll: 1.574, pitch: 2.472
10:42:01.272 -> Acceleration in g's  X: -0.032, Y: 0.040, Z: 0.998, roll: 2.297, pitch: 1.848
10:42:01.305 -> Acceleration in g's  X: -0.022, Y: 0.045, Z: 0.991, roll: 2.595, pitch: 1.297
10:42:01.305 -> Acceleration in g's  X: -0.031, Y: 0.024, Z: 0.972, roll: 1.439, pitch: 1.841
10:42:01.339 -> Acceleration in g's  X: -0.032, Y: 0.046, Z: 0.971, roll: 2.707, pitch: 1.899
10:42:01.373 -> Acceleration in g's  X: -0.043, Y: 0.044, Z: 0.984, roll: 2.556, pitch: 2.497
10:42:01.407 -> Acceleration in g's  X: -0.037, Y: 0.030, Z: 0.987, roll: 1.756, pitch: 2.152
10:42:01.407 -> Acceleration in g's  X: -0.036, Y: 0.038, Z: 0.971, roll: 2.247, pitch: 2.130
10:42:01.440 -> Acceleration in g's  X: -0.030, Y: 0.051, Z: 0.987, roll: 2.944, pitch: 1.754
10:42:01.475 -> Acceleration in g's  X: -0.034, Y: 0.031, Z: 0.984, roll: 1.818, pitch: 1.988
10:42:01.509 -> Acceleration in g's  X: -0.026, Y: 0.030, Z: 0.990, roll: 1.751, pitch: 1.525
10:42:01.509 -> Acceleration in g's  X: -0.021, Y: 0.050, Z: 1.006, roll: 2.835, pitch: 1.222
10:42:01.543 -> Acceleration in g's  X: -0.019, Y: 0.051, Z: 1.007, roll: 2.887, pitch: 1.054
10:42:01.577 -> Acceleration in g's  X: -0.019, Y: 0.039, Z: 0.984, roll: 2.272, pitch: 1.079
10:42:01.610 -> Acceleration in g's  X: -0.015, Y: 0.035, Z: 0.974, roll: 2.068, pitch: 0.861
10:42:01.610 -> Acceleration in g's  X: -0.030, Y: 0.044, Z: 1.000, roll: 2.516, pitch: 1.732
10:42:01.643 -> Acceleration in g's  X: -0.028, Y: 0.026, Z: 0.962, roll: 1.570, pitch: 1.686
10:42:01.677 -> Acceleration in g's  X: -0.024, Y: 0.026, Z: 0.947, roll: 1.594, pitch: 1.476
10:42:01.711 -> Acceleration in g's  X: -0.038, Y: 0.049, Z: 0.997, roll: 2.804, pitch: 2.185
10:42:01.745 -> Acceleration in g's  X: -0.047, Y: 0.035, Z: 0.999, roll: 2.015, pitch: 2.685
10:42:01.745 -> Acceleration in g's  X: -0.039, Y: 0.029, Z: 0.991, roll: 1.693, pitch: 2.256
10:42:01.779 -> Acceleration in g's  X: -0.047, Y: 0.036, Z: 1.004, roll: 2.061, pitch: 2.672
10:42:01.814 -> Acceleration in g's  X: -0.059, Y: 0.037, Z: 1.012, roll: 2.101, pitch: 3.312
10:42:01.847 -> Acceleration in g's  X: -0.062, Y: 0.024, Z: 0.994, roll: 1.407, pitch: 3.540
10:42:01.847 -> Acceleration in g's  X: -0.051, Y: 0.023, Z: 0.945, roll: 1.420, pitch: 3.074
10:42:01.881 -> Acceleration in g's  X: -0.040, Y: 0.029, Z: 0.991, roll: 1.693, pitch: 2.312
10:42:01.914 -> Acceleration in g's  X: -0.031, Y: 0.023, Z: 0.986, roll: 1.361, pitch: 1.814
10:42:01.949 -> Acceleration in g's  X: -0.034, Y: 0.030, Z: 0.979, roll: 1.772, pitch: 2.000
10:42:01.949 -> Acceleration in g's  X: -0.025, Y: 0.036, Z: 0.975, roll: 2.123, pitch: 1.491
10:42:01.982 -> Acceleration in g's  X: -0.025, Y: 0.034, Z: 1.003, roll: 1.952, pitch: 1.449
10:42:02.017 -> Acceleration in g's  X: -0.021, Y: 0.016, Z: 0.973, roll: 0.920, pitch: 1.265
10:42:02.051 -> Acceleration in g's  X: -0.030, Y: 0.037, Z: 0.979, roll: 2.170, pitch: 1.769
10:42:02.051 -> Acceleration in g's  X: -0.015, Y: 0.045, Z: 0.995, roll: 2.585, pitch: 0.842
10:42:02.085 -> Acceleration in g's  X: -0.035, Y: 0.047, Z: 1.002, roll: 2.679, pitch: 2.007
10:42:02.118 -> Acceleration in g's  X: -0.040, Y: 0.035, Z: 0.973, roll: 2.070, pitch: 2.356
10:42:02.153 -> Acceleration in g's  X: -0.032, Y: 0.055, Z: 1.010, roll: 3.100, pitch: 1.825
10:42:02.153 -> Acceleration in g's  X: -0.022, Y: 0.054, Z: 1.001, roll: 3.071, pitch: 1.284
10:42:02.186 -> Acceleration in g's  X: -0.035, Y: 0.043, Z: 0.959, roll: 2.566, pitch: 2.097
10:42:02.220 -> Acceleration in g's  X: -0.034, Y: 0.049, Z: 0.986, roll: 2.834, pitch: 1.982
10:42:02.254 -> Acceleration in g's  X: -0.021, Y: 0.045, Z: 0.974, roll: 2.642, pitch: 1.205
10:42:02.287 -> Acceleration in g's  X: -0.014, Y: 0.040, Z: 0.972, roll: 2.360, pitch: 0.805
10:42:02.287 -> Acceleration in g's  X: -0.017, Y: 0.032, Z: 0.971, roll: 1.901, pitch: 0.979
10:42:02.322 -> Acceleration in g's  X: -0.036, Y: 0.056, Z: 0.995, roll: 3.202, pitch: 2.076
10:42:02.357 -> Acceleration in g's  X: -0.050, Y: 0.051, Z: 1.005, roll: 2.893, pitch: 2.834
10:42:02.392 -> Acceleration in g's  X: -0.056, Y: 0.044, Z: 0.984, roll: 2.556, pitch: 3.233
10:42:02.392 -> Acceleration in g's  X: -0.063, Y: 0.045, Z: 0.967, roll: 2.660, pitch: 3.695
10:42:02.427 -> Acceleration in g's  X: -0.065, Y: 0.046, Z: 0.983, roll: 2.672, pitch: 3.802
10:42:02.460 -> Acceleration in g's  X: -0.063, Y: 0.027, Z: 0.992, roll: 1.579, pitch: 3.603
10:42:02.495 -> Acceleration in g's  X: -0.063, Y: 0.029, Z: 0.997, roll: 1.683, pitch: 3.641
10:42:02.495 -> Acceleration in g's  X: -0.058, Y: 0.035, Z: 0.989, roll: 2.035, pitch: 3.331
10:42:02.527 -> Acceleration in g's  X: -0.032, Y: 0.031, Z: 0.995, roll: 1.799, pitch: 1.854
10:42:02.563 -> Acceleration in g's  X: -0.015, Y: 0.030, Z: 0.986, roll: 1.758, pitch: 0.850
10:42:02.597 -> Acceleration in g's  X: -0.015, Y: 0.024, Z: 0.981, roll: 1.425, pitch: 0.855
10:42:02.597 -> Acceleration in g's  X: -0.014, Y: 0.032, Z: 1.022, roll: 1.805, pitch: 0.766
10:42:02.630 -> Acceleration in g's  X: -0.016, Y: 0.020, Z: 0.991, roll: 1.129, pitch: 0.903
10:42:02.665 -> Acceleration in g's  X: -0.021, Y: 0.020, Z: 0.969, roll: 1.155, pitch: 1.270
10:42:02.698 -> Acceleration in g's  X: -0.026, Y: 0.028, Z: 0.982, roll: 1.651, pitch: 1.537
10:42:02.698 -> Acceleration in g's  X: -0.017, Y: 0.024, Z: 0.963, roll: 1.452, pitch: 0.987
10:42:02.732 -> Acceleration in g's  X: -0.032, Y: 0.033, Z: 0.961, roll: 1.979, pitch: 1.920
10:42:02.766 -> Acceleration in g's  X: -0.040, Y: 0.043, Z: 0.988, roll: 2.490, pitch: 2.318
10:42:02.800 -> Acceleration in g's  X: -0.040, Y: 0.046, Z: 1.016, roll: 2.588, pitch: 2.255
10:42:02.800 -> Acceleration in g's  X: -0.030, Y: 0.041, Z: 0.994, roll: 2.363, pitch: 1.743
10:42:02.834 -> Acceleration in g's  X: -0.032, Y: 0.052, Z: 1.013, roll: 2.926, pitch: 1.820
10:42:02.868 -> Acceleration in g's  X: -0.021, Y: 0.041, Z: 0.994, roll: 2.363, pitch: 1.181
10:42:02.903 -> Acceleration in g's  X: -0.026, Y: 0.036, Z: 0.988, roll: 2.094, pitch: 1.527
10:42:02.903 -> Acceleration in g's  X: -0.023, Y: 0.046, Z: 0.981, roll: 2.678, pitch: 1.367
10:42:02.936 -> Acceleration in g's  X: -0.027, Y: 0.046, Z: 1.002, roll: 2.623, pitch: 1.562
10:42:02.970 -> Acceleration in g's  X: -0.033, Y: 0.022, Z: 0.972, roll: 1.324, pitch: 1.957
10:42:03.005 -> Acceleration in g's  X: -0.035, Y: 0.031, Z: 0.971, roll: 1.844, pitch: 2.073
10:42:03.038 -> Acceleration in g's  X: -0.034, Y: 0.044, Z: 1.003, roll: 2.509, pitch: 1.950
10:42:03.038 -> Acceleration in g's  X: -0.045, Y: 0.045, Z: 0.978, roll: 2.631, pitch: 2.628
10:42:03.073 -> Acceleration in g's  X: -0.046, Y: 0.047, Z: 0.967, roll: 2.776, pitch: 2.715
10:42:03.108 -> Acceleration in g's  X: -0.035, Y: 0.041, Z: 0.994, roll: 2.363, pitch: 2.024
10:42:03.142 -> Acceleration in g's  X: -0.037, Y: 0.045, Z: 0.981, roll: 2.621, pitch: 2.163
10:42:03.142 -> Acceleration in g's  X: -0.054, Y: 0.043, Z: 0.990, roll: 2.485, pitch: 3.102
10:42:03.175 -> Acceleration in g's  X: -0.054, Y: 0.044, Z: 0.991, roll: 2.539, pitch: 3.099
10:42:03.209 -> Acceleration in g's  X: -0.041, Y: 0.044, Z: 0.996, roll: 2.526, pitch: 2.356
10:42:03.243 -> Acceleration in g's  X: -0.040, Y: 0.030, Z: 0.956, roll: 1.814, pitch: 2.397
10:42:03.243 -> Acceleration in g's  X: -0.031, Y: 0.021, Z: 0.970, roll: 1.269, pitch: 1.845
10:42:03.277 -> Acceleration in g's  X: -0.032, Y: 0.029, Z: 0.983, roll: 1.706, pitch: 1.876
10:42:03.311 -> Acceleration in g's  X: -0.035, Y: 0.024, Z: 0.966, roll: 1.448, pitch: 2.084
10:42:03.345 -> Acceleration in g's  X: -0.040, Y: 0.025, Z: 0.960, roll: 1.515, pitch: 2.388
10:42:03.345 -> Acceleration in g's  X: -0.023, Y: 0.029, Z: 0.972, roll: 1.727, pitch: 1.381
10:42:03.379 -> Acceleration in g's  X: -0.023, Y: 0.036, Z: 0.999, roll: 2.071, pitch: 1.343
10:42:03.414 -> Acceleration in g's  X: -0.019, Y: 0.023, Z: 0.997, roll: 1.347, pitch: 1.066
10:42:03.449 -> Acceleration in g's  X: -0.020, Y: 0.033, Z: 0.968, roll: 1.965, pitch: 1.155
10:42:03.449 -> Acceleration in g's  X: -0.026, Y: 0.051, Z: 0.986, roll: 2.947, pitch: 1.529
10:42:03.482 -> Acceleration in g's  X: -0.023, Y: 0.043, Z: 0.994, roll: 2.475, pitch: 1.349
10:42:03.516 -> Acceleration in g's  X: -0.017, Y: 0.040, Z: 0.985, roll: 2.327, pitch: 0.964
10:42:03.550 -> Acceleration in g's  X: -0.030, Y: 0.037, Z: 0.975, roll: 2.181, pitch: 1.778
10:42:03.550 -> Acceleration in g's  X: -0.041, Y: 0.041, Z: 0.994, roll: 2.363, pitch: 2.361
10:42:03.584 -> Acceleration in g's  X: -0.030, Y: 0.021, Z: 0.946, roll: 1.301, pitch: 1.832
10:42:03.618 -> Acceleration in g's  X: -0.035, Y: 0.026, Z: 0.934, roll: 1.618, pitch: 2.156
10:42:03.652 -> Acceleration in g's  X: -0.042, Y: 0.040, Z: 0.994, roll: 2.306, pitch: 2.417
10:42:03.686 -> Acceleration in g's  X: -0.023, Y: 0.033, Z: 1.014, roll: 1.876, pitch: 1.324
10:42:03.686 -> Acceleration in g's  X: -0.032, Y: 0.031, Z: 0.997, roll: 1.795, pitch: 1.850
10:42:03.721 -> Acceleration in g's  X: -0.032, Y: 0.043, Z: 0.999, roll: 2.463, pitch: 1.846
10:42:03.756 -> Acceleration in g's  X: -0.033, Y: 0.054, Z: 1.024, roll: 3.001, pitch: 1.854
10:42:03.790 -> Acceleration in g's  X: -0.036, Y: 0.030, Z: 0.991, roll: 1.749, pitch: 2.087
10:42:03.790 -> Acceleration in g's  X: -0.051, Y: 0.038, Z: 1.004, roll: 2.173, pitch: 2.894
10:42:03.823 -> Acceleration in g's  X: -0.049, Y: 0.032, Z: 0.986, roll: 1.871, pitch: 2.833
10:42:03.856 -> Acceleration in g's  X: -0.045, Y: 0.032, Z: 0.974, roll: 1.896, pitch: 2.640
10:42:03.891 -> Acceleration in g's  X: -0.043, Y: 0.021, Z: 0.965, roll: 1.218, pitch: 2.549
10:42:03.891 -> Acceleration in g's  X: -0.038, Y: 0.031, Z: 0.973, roll: 1.840, pitch: 2.241
10:42:03.925 -> Acceleration in g's  X: -0.041, Y: 0.047, Z: 0.998, roll: 2.689, pitch: 2.351
10:42:03.959 -> Acceleration in g's  X: -0.029, Y: 0.032, Z: 0.976, roll: 1.892, pitch: 1.719
10:42:03.993 -> Acceleration in g's  X: -0.023, Y: 0.038, Z: 0.976, roll: 2.236, pitch: 1.375
10:42:03.993 -> Acceleration in g's  X: -0.014, Y: 0.039, Z: 0.980, roll: 2.281, pitch: 0.798
10:42:04.027 -> Acceleration in g's  X: -0.007, Y: 0.032, Z: 0.965, roll: 1.913, pitch: 0.406
10:42:04.061 -> Acceleration in g's  X: -0.016, Y: 0.040, Z: 0.973, roll: 2.357, pitch: 0.920
10:42:04.095 -> Acceleration in g's  X: -0.025, Y: 0.060, Z: 1.000, roll: 3.409, pitch: 1.452
10:42:04.095 -> Acceleration in g's  X: -0.022, Y: 0.051, Z: 0.987, roll: 2.944, pitch: 1.302
10:42:04.129 -> Acceleration in g's  X: -0.021, Y: 0.051, Z: 0.992, roll: 2.930, pitch: 1.239
10:42:04.164 -> Acceleration in g's  X: -0.021, Y: 0.044, Z: 0.998, roll: 2.521, pitch: 1.176
10:42:04.197 -> Acceleration in g's  X: -0.033, Y: 0.042, Z: 0.981, roll: 2.450, pitch: 1.936
10:42:04.197 -> Acceleration in g's  X: -0.035, Y: 0.032, Z: 0.997, roll: 1.851, pitch: 2.018
10:42:04.231 -> Acceleration in g's  X: -0.030, Y: 0.036, Z: 0.972, roll: 2.130, pitch: 1.783
10:42:04.265 -> Acceleration in g's  X: -0.031, Y: 0.043, Z: 0.979, roll: 2.514, pitch: 1.827
10:42:04.300 -> Acceleration in g's  X: -0.022, Y: 0.024, Z: 0.980, roll: 1.426, pitch: 1.312
10:42:04.300 -> Acceleration in g's  X: -0.023, Y: 0.028, Z: 0.994, roll: 1.632, pitch: 1.350
10:42:04.334 -> Acceleration in g's  X: -0.034, Y: 0.032, Z: 1.021, roll: 1.809, pitch: 1.917
10:42:04.368 -> Acceleration in g's  X: -0.034, Y: 0.039, Z: 1.024, roll: 2.184, pitch: 1.910
10:42:04.402 -> Acceleration in g's  X: -0.041, Y: 0.028, Z: 0.987, roll: 1.643, pitch: 2.378
10:42:04.436 -> Acceleration in g's  X: -0.038, Y: 0.033, Z: 0.987, roll: 1.926, pitch: 2.208
10:42:04.436 -> Acceleration in g's  X: -0.045, Y: 0.031, Z: 0.985, roll: 1.817, pitch: 2.609
10:42:04.470 -> Acceleration in g's  X: -0.047, Y: 0.035, Z: 0.960, roll: 2.097, pitch: 2.794
10:42:04.504 -> Acceleration in g's  X: -0.042, Y: 0.028, Z: 0.980, roll: 1.654, pitch: 2.451
10:42:04.537 -> Acceleration in g's  X: -0.035, Y: 0.028, Z: 0.998, roll: 1.625, pitch: 2.017
10:42:04.537 -> Acceleration in g's  X: -0.044, Y: 0.032, Z: 1.002, roll: 1.842, pitch: 2.510
10:42:04.572 -> Acceleration in g's  X: -0.021, Y: 0.030, Z: 0.970, roll: 1.788, pitch: 1.269
10:42:04.606 -> Acceleration in g's  X: -0.022, Y: 0.036, Z: 1.002, roll: 2.065, pitch: 1.283
10:42:04.639 -> Acceleration in g's  X: -0.010, Y: 0.038, Z: 0.992, roll: 2.198, pitch: 0.564
10:42:04.639 -> Acceleration in g's  X: -0.017, Y: 0.051, Z: 1.000, roll: 2.907, pitch: 0.950
10:42:04.674 -> Acceleration in g's  X: -0.013, Y: 0.066, Z: 1.020, roll: 3.727, pitch: 0.712
10:42:04.708 -> Acceleration in g's  X: -0.019, Y: 0.071, Z: 1.021, roll: 3.996, pitch: 1.039
10:42:04.742 -> Acceleration in g's  X: -0.018, Y: 0.050, Z: 0.992, roll: 2.874, pitch: 1.014
10:42:04.742 -> Acceleration in g's  X: -0.036, Y: 0.035, Z: 0.968, roll: 2.080, pitch: 2.137
10:42:04.777 -> Acceleration in g's  X: -0.036, Y: 0.045, Z: 0.949, roll: 2.710, pitch: 2.178
10:42:04.811 -> Acceleration in g's  X: -0.033, Y: 0.045, Z: 0.978, roll: 2.631, pitch: 1.943
10:42:04.845 -> Acceleration in g's  X: -0.040, Y: 0.042, Z: 0.971, roll: 2.477, pitch: 2.360
10:42:04.845 -> Acceleration in g's  X: -0.043, Y: 0.047, Z: 0.991, roll: 2.708, pitch: 2.479
10:42:04.879 -> Acceleration in g's  X: -0.040, Y: 0.047, Z: 1.013, roll: 2.650, pitch: 2.262
10:42:04.913 -> Acceleration in g's  X: -0.038, Y: 0.036, Z: 0.969, roll: 2.136, pitch: 2.250
10:42:04.948 -> Acceleration in g's  X: -0.033, Y: 0.038, Z: 0.982, roll: 2.220, pitch: 1.934
10:42:04.948 -> Acceleration in g's  X: -0.033, Y: 0.036, Z: 0.984, roll: 2.102, pitch: 1.931
10:42:04.983 -> Acceleration in g's  X: -0.039, Y: 0.039, Z: 0.998, roll: 2.241, pitch: 2.240
10:42:05.017 -> Acceleration in g's  X: -0.038, Y: 0.023, Z: 0.974, roll: 1.379, pitch: 2.239
10:42:05.051 -> Acceleration in g's  X: -0.037, Y: 0.036, Z: 0.973, roll: 2.127, pitch: 2.183
10:42:05.051 -> Acceleration in g's  X: -0.041, Y: 0.030, Z: 0.970, roll: 1.788, pitch: 2.421
10:42:05.084 -> Acceleration in g's  X: -0.037, Y: 0.033, Z: 0.968, roll: 1.965, pitch: 2.195
10:42:05.117 -> Acceleration in g's  X: -0.037, Y: 0.032, Z: 0.964, roll: 1.915, pitch: 2.204
10:42:05.152 -> Acceleration in g's  X: -0.045, Y: 0.036, Z: 0.987, roll: 2.096, pitch: 2.603
10:42:05.186 -> Acceleration in g's  X: -0.052, Y: 0.028, Z: 0.980, roll: 1.654, pitch: 3.021
10:42:05.186 -> Acceleration in g's  X: -0.031, Y: 0.042, Z: 0.970, roll: 2.480, pitch: 1.844
10:42:05.221 -> Acceleration in g's  X: -0.039, Y: 0.040, Z: 1.007, roll: 2.277, pitch: 2.220
10:42:05.255 -> Acceleration in g's  X: -0.035, Y: 0.038, Z: 1.004, roll: 2.173, pitch: 2.004
10:42:05.288 -> Acceleration in g's  X: -0.015, Y: 0.037, Z: 1.024, roll: 2.075, pitch: 0.819
10:42:05.288 -> Acceleration in g's  X: -0.018, Y: 0.039, Z: 1.010, roll: 2.215, pitch: 0.997
10:42:05.323 -> Acceleration in g's  X: -0.031, Y: 0.032, Z: 1.021, roll: 1.807, pitch: 1.751
10:42:05.357 -> Acceleration in g's  X: -0.019, Y: 0.044, Z: 1.017, roll: 2.475, pitch: 1.045
10:42:05.390 -> Acceleration in g's  X: -0.012, Y: 0.037, Z: 0.991, roll: 2.144, pitch: 0.677
10:42:05.390 -> Acceleration in g's  X: -0.017, Y: 0.042, Z: 1.002, roll: 2.400, pitch: 0.948
10:42:05.425 -> Acceleration in g's  X: -0.025, Y: 0.033, Z: 0.971, roll: 1.959, pitch: 1.497
10:42:05.459 -> Acceleration in g's  X: -0.030, Y: 0.048, Z: 0.984, roll: 2.783, pitch: 1.759
10:42:05.493 -> Acceleration in g's  X: -0.045, Y: 0.037, Z: 1.022, roll: 2.079, pitch: 2.514
10:42:05.493 -> Acceleration in g's  X: -0.035, Y: 0.036, Z: 0.989, roll: 2.092, pitch: 2.034
10:42:05.526 -> Acceleration in g's  X: -0.032, Y: 0.034, Z: 0.990, roll: 1.977, pitch: 1.863
10:42:05.560 -> Acceleration in g's  X: -0.042, Y: 0.036, Z: 1.000, roll: 2.069, pitch: 2.403
10:42:05.595 -> Acceleration in g's  X: -0.046, Y: 0.034, Z: 0.994, roll: 1.969, pitch: 2.642
10:42:05.595 -> Acceleration in g's  X: -0.047, Y: 0.030, Z: 0.992, roll: 1.748, pitch: 2.704
10:42:05.627 -> Acceleration in g's  X: -0.056, Y: 0.025, Z: 0.980, roll: 1.483, pitch: 3.248
10:42:05.661 -> Acceleration in g's  X: -0.040, Y: 0.036, Z: 0.994, roll: 2.082, pitch: 2.305
10:42:05.695 -> Acceleration in g's  X: -0.027, Y: 0.039, Z: 1.002, roll: 2.233, pitch: 1.562
10:42:05.695 -> Acceleration in g's  X: -0.027, Y: 0.025, Z: 0.969, roll: 1.501, pitch: 1.616
10:42:05.730 -> Acceleration in g's  X: -0.036, Y: 0.035, Z: 0.995, roll: 2.023, pitch: 2.078
10:42:05.764 -> Acceleration in g's  X: -0.035, Y: 0.030, Z: 0.981, roll: 1.767, pitch: 2.051
10:42:05.797 -> Acceleration in g's  X: -0.035, Y: 0.037, Z: 0.963, roll: 2.207, pitch: 2.089
10:42:05.831 -> Acceleration in g's  X: -0.037, Y: 0.028, Z: 0.977, roll: 1.661, pitch: 2.175
10:42:05.831 -> Acceleration in g's  X: -0.041, Y: 0.049, Z: 0.982, roll: 2.845, pitch: 2.388
10:42:05.865 -> Acceleration in g's  X: -0.042, Y: 0.046, Z: 0.983, roll: 2.672, pitch: 2.442
10:42:05.899 -> Acceleration in g's  X: -0.028, Y: 0.050, Z: 0.979, roll: 2.911, pitch: 1.654
10:42:05.932 -> Acceleration in g's  X: -0.030, Y: 0.050, Z: 0.990, roll: 2.879, pitch: 1.749
10:42:05.932 -> Acceleration in g's  X: -0.029, Y: 0.046, Z: 1.016, roll: 2.588, pitch: 1.651
10:42:05.966 -> Acceleration in g's  X: -0.016, Y: 0.035, Z: 0.998, roll: 2.017, pitch: 0.896
10:42:06.002 -> Acceleration in g's  X: -0.013, Y: 0.038, Z: 1.000, roll: 2.181, pitch: 0.727
10:42:06.036 -> Acceleration in g's  X: -0.014, Y: 0.035, Z: 1.012, roll: 1.990, pitch: 0.774
10:42:06.036 -> Acceleration in g's  X: -0.012, Y: 0.033, Z: 0.972, roll: 1.957, pitch: 0.691
10:42:06.069 -> Acceleration in g's  X: -0.017, Y: 0.032, Z: 0.959, roll: 1.925, pitch: 0.991
10:42:06.103 -> Acceleration in g's  X: -0.031, Y: 0.037, Z: 0.975, roll: 2.181, pitch: 1.835
10:42:06.136 -> Acceleration in g's  X: -0.039, Y: 0.027, Z: 0.995, roll: 1.574, pitch: 2.247
10:42:06.136 -> Acceleration in g's  X: -0.039, Y: 0.039, Z: 0.994, roll: 2.250, pitch: 2.248
10:42:06.170 -> Acceleration in g's  X: -0.051, Y: 0.036, Z: 0.986, roll: 2.098, pitch: 2.945
10:42:06.204 -> Acceleration in g's  X: -0.050, Y: 0.037, Z: 0.985, roll: 2.157, pitch: 2.892
10:42:06.238 -> Acceleration in g's  X: -0.048, Y: 0.033, Z: 0.967, roll: 1.967, pitch: 2.832
10:42:06.238 -> Acceleration in g's  X: -0.052, Y: 0.035, Z: 0.992, roll: 2.029, pitch: 2.984
10:42:06.272 -> Acceleration in g's  X: -0.045, Y: 0.030, Z: 0.979, roll: 1.772, pitch: 2.627
10:42:06.307 -> Acceleration in g's  X: -0.036, Y: 0.037, Z: 0.992, roll: 2.142, pitch: 2.084
10:42:06.340 -> Acceleration in g's  X: -0.037, Y: 0.030, Z: 1.000, roll: 1.734, pitch: 2.124
10:42:06.373 -> Acceleration in g's  X: -0.024, Y: 0.035, Z: 0.989, roll: 2.035, pitch: 1.413
10:42:06.373 -> Acceleration in g's  X: -0.031, Y: 0.028, Z: 1.001, roll: 1.621, pitch: 1.787
10:42:06.408 -> Acceleration in g's  X: -0.033, Y: 0.034, Z: 0.993, roll: 1.971, pitch: 1.914
10:42:06.442 -> Acceleration in g's  X: -0.023, Y: 0.043, Z: 0.979, roll: 2.514, pitch: 1.371
10:42:06.475 -> Acceleration in g's  X: -0.027, Y: 0.033, Z: 0.989, roll: 1.922, pitch: 1.582
10:42:06.475 -> Acceleration in g's  X: -0.034, Y: 0.045, Z: 1.002, roll: 2.567, pitch: 1.952
10:42:06.508 -> Acceleration in g's  X: -0.028, Y: 0.043, Z: 1.000, roll: 2.460, pitch: 1.621
10:42:06.542 -> Acceleration in g's  X: -0.025, Y: 0.048, Z: 0.990, roll: 2.767, pitch: 1.467
10:42:06.577 -> Acceleration in g's  X: -0.023, Y: 0.047, Z: 1.002, roll: 2.679, pitch: 1.339
10:42:06.577 -> Acceleration in g's  X: -0.020, Y: 0.052, Z: 0.996, roll: 2.974, pitch: 1.122
10:42:06.610 -> Acceleration in g's  X: -0.018, Y: 0.052, Z: 1.007, roll: 2.943, pitch: 0.999
10:42:06.644 -> Acceleration in g's  X: -0.020, Y: 0.046, Z: 1.028, roll: 2.556, pitch: 1.087
