47:27 l2
then l4
10:45:00.786 -> Acceleration in g's  X: 0.018, Y: -0.031, Z: 0.996, roll: -1.797, pitch: -1.010
10:47:48.125 -> Acceleration in g's  X: 0.010, Y: -0.045, Z: 0.923, roll: -2.787, pitch: -0.606
10:47:48.160 -> Acceleration in g's  X: -0.003, Y: -0.042, Z: 0.935, roll: -2.573, pitch: 0.179
10:47:48.194 -> Acceleration in g's  X: -0.001, Y: -0.034, Z: 0.947, roll: -2.066, pitch: 0.059
10:47:48.228 -> Acceleration in g's  X: 0.005, Y: -0.020, Z: 0.983, roll: -1.138, pitch: -0.284
10:47:48.263 -> Acceleration in g's  X: -0.003, Y: -0.012, Z: 1.052, roll: -0.638, pitch: 0.160
10:47:48.263 -> Acceleration in g's  X: -0.006, Y: -0.014, Z: 1.052, roll: -0.745, pitch: 0.319
10:47:48.297 -> Acceleration in g's  X: -0.008, Y: -0.019, Z: 1.015, roll: -1.048, pitch: 0.441
10:47:48.331 -> Acceleration in g's  X: -0.012, Y: -0.041, Z: 1.010, roll: -2.326, pitch: 0.664
10:47:48.366 -> Acceleration in g's  X: -0.007, Y: -0.042, Z: 0.983, roll: -2.445, pitch: 0.398
10:47:48.366 -> Acceleration in g's  X: 0.003, Y: -0.041, Z: 0.991, roll: -2.370, pitch: -0.169
10:47:48.401 -> Acceleration in g's  X: 0.005, Y: -0.059, Z: 1.005, roll: -3.337, pitch: -0.278
10:47:48.434 -> Acceleration in g's  X: 0.008, Y: -0.059, Z: 0.955, roll: -3.511, pitch: -0.468
10:47:48.468 -> Acceleration in g's  X: 0.008, Y: -0.057, Z: 0.930, roll: -3.486, pitch: -0.481
10:47:48.468 -> Acceleration in g's  X: 0.003, Y: -0.053, Z: 0.973, roll: -3.103, pitch: -0.172
10:47:48.501 -> Acceleration in g's  X: 0.009, Y: -0.035, Z: 1.020, roll: -1.975, pitch: -0.494
10:47:48.536 -> Acceleration in g's  X: 0.009, Y: -0.025, Z: 1.002, roll: -1.452, pitch: -0.502
10:47:48.570 -> Acceleration in g's  X: 0.006, Y: -0.016, Z: 1.011, roll: -0.886, pitch: -0.332
10:47:48.570 -> Acceleration in g's  X: 0.002, Y: -0.023, Z: 0.989, roll: -1.357, pitch: -0.113
10:47:48.604 -> Acceleration in g's  X: -0.007, Y: -0.044, Z: 0.968, roll: -2.600, pitch: 0.404
10:47:48.637 -> Acceleration in g's  X: -0.004, Y: -0.051, Z: 0.950, roll: -3.059, pitch: 0.235
10:47:48.671 -> Acceleration in g's  X: 0.005, Y: -0.039, Z: 1.018, roll: -2.198, pitch: -0.275
10:47:48.671 -> Acceleration in g's  X: -0.010, Y: -0.041, Z: 1.040, roll: -2.258, pitch: 0.538
10:47:48.705 -> Acceleration in g's  X: -0.012, Y: -0.041, Z: 1.029, roll: -2.282, pitch: 0.652
10:47:48.739 -> Acceleration in g's  X: -0.005, Y: -0.029, Z: 1.017, roll: -1.651, pitch: 0.275
10:47:48.773 -> Acceleration in g's  X: 0.010, Y: -0.020, Z: 0.938, roll: -1.193, pitch: -0.597
10:47:48.773 -> Acceleration in g's  X: 0.015, Y: -0.023, Z: 0.927, roll: -1.449, pitch: -0.905
10:47:48.807 -> Acceleration in g's  X: 0.019, Y: -0.035, Z: 0.927, roll: -2.172, pitch: -1.146
10:47:48.842 -> Acceleration in g's  X: 0.002, Y: -0.039, Z: 0.996, roll: -2.246, pitch: -0.112
10:47:48.877 -> Acceleration in g's  X: -0.010, Y: -0.030, Z: 0.972, roll: -1.785, pitch: 0.576
10:47:48.877 -> Acceleration in g's  X: -0.014, Y: -0.042, Z: 1.040, roll: -2.312, pitch: 0.753
10:47:48.911 -> Acceleration in g's  X: -0.021, Y: -0.040, Z: 1.029, roll: -2.228, pitch: 1.195
10:47:48.946 -> Acceleration in g's  X: -0.014, Y: -0.035, Z: 1.024, roll: -1.966, pitch: 0.764
10:47:48.980 -> Acceleration in g's  X: -0.021, Y: -0.026, Z: 1.040, roll: -1.452, pitch: 1.129
10:47:48.980 -> Acceleration in g's  X: -0.006, Y: -0.025, Z: 0.983, roll: -1.479, pitch: 0.341
10:47:49.013 -> Acceleration in g's  X: 0.009, Y: -0.031, Z: 0.978, roll: -1.831, pitch: -0.515
10:47:49.047 -> Acceleration in g's  X: 0.013, Y: -0.015, Z: 0.952, roll: -0.881, pitch: -0.764
10:47:49.081 -> Acceleration in g's  X: -0.006, Y: -0.045, Z: 0.936, roll: -2.749, pitch: 0.358
10:47:49.115 -> Acceleration in g's  X: -0.003, Y: -0.035, Z: 0.973, roll: -2.070, pitch: 0.172
10:47:49.115 -> Acceleration in g's  X: -0.009, Y: -0.033, Z: 0.991, roll: -1.919, pitch: 0.508
10:47:49.149 -> Acceleration in g's  X: -0.015, Y: -0.042, Z: 1.039, roll: -2.314, pitch: 0.807
10:47:49.184 -> Acceleration in g's  X: -0.012, Y: -0.037, Z: 1.061, roll: -2.004, pitch: 0.633
10:47:49.218 -> Acceleration in g's  X: -0.019, Y: -0.025, Z: 1.060, roll: -1.373, pitch: 1.003
10:47:49.218 -> Acceleration in g's  X: -0.015, Y: -0.037, Z: 1.025, roll: -2.073, pitch: 0.818
10:47:49.251 -> Acceleration in g's  X: 0.003, Y: -0.030, Z: 0.957, roll: -1.812, pitch: -0.175
10:47:49.285 -> Acceleration in g's  X: 0.011, Y: -0.033, Z: 0.954, roll: -1.993, pitch: -0.645
10:47:49.318 -> Acceleration in g's  X: -0.006, Y: -0.038, Z: 0.947, roll: -2.302, pitch: 0.354
10:47:49.318 -> Acceleration in g's  X: 0.004, Y: -0.027, Z: 0.915, roll: -1.712, pitch: -0.244
10:47:49.353 -> Acceleration in g's  X: 0.008, Y: -0.023, Z: 0.913, roll: -1.470, pitch: -0.490
10:47:49.387 -> Acceleration in g's  X: 0.001, Y: -0.041, Z: 0.971, roll: -2.420, pitch: -0.058
10:47:49.422 -> Acceleration in g's  X: 0.018, Y: -0.011, Z: 1.016, roll: -0.606, pitch: -0.992
10:47:49.422 -> Acceleration in g's  X: 0.016, Y: -0.006, Z: 0.998, roll: -0.336, pitch: -0.897
10:47:49.457 -> Acceleration in g's  X: 0.006, Y: 0.003, Z: 1.002, roll: 0.168, pitch: -0.335
10:47:49.491 -> Acceleration in g's  X: 0.002, Y: -0.021, Z: 1.040, roll: -1.183, pitch: -0.108
10:47:49.525 -> Acceleration in g's  X: 0.009, Y: -0.020, Z: 1.053, roll: -1.063, pitch: -0.478
10:47:49.525 -> Acceleration in g's  X: 0.010, Y: -0.020, Z: 1.040, roll: -1.076, pitch: -0.538
10:47:49.559 -> Acceleration in g's  X: 0.008, Y: -0.026, Z: 1.015, roll: -1.489, pitch: -0.441
10:47:49.592 -> Acceleration in g's  X: 0.007, Y: -0.046, Z: 0.960, roll: -2.737, pitch: -0.408
10:47:49.626 -> Acceleration in g's  X: 0.005, Y: -0.036, Z: 0.950, roll: -2.178, pitch: -0.294
10:47:49.626 -> Acceleration in g's  X: 0.012, Y: -0.037, Z: 0.919, roll: -2.312, pitch: -0.730
10:47:49.661 -> Acceleration in g's  X: -0.002, Y: -0.036, Z: 0.949, roll: -2.180, pitch: 0.118
10:47:49.695 -> Acceleration in g's  X: -0.008, Y: -0.034, Z: 0.964, roll: -2.031, pitch: 0.464
10:47:49.730 -> Acceleration in g's  X: -0.011, Y: -0.026, Z: 0.992, roll: -1.522, pitch: 0.620
10:47:49.730 -> Acceleration in g's  X: -0.019, Y: -0.013, Z: 1.048, roll: -0.694, pitch: 1.014
10:47:49.763 -> Acceleration in g's  X: -0.029, Y: -0.018, Z: 1.064, roll: -0.946, pitch: 1.576
10:47:49.797 -> Acceleration in g's  X: -0.034, Y: -0.027, Z: 1.020, roll: -1.536, pitch: 1.919
10:47:49.832 -> Acceleration in g's  X: -0.028, Y: -0.029, Z: 1.021, roll: -1.644, pitch: 1.589
10:47:49.832 -> Acceleration in g's  X: -0.006, Y: -0.041, Z: 0.972, roll: -2.417, pitch: 0.345
10:47:49.867 -> Acceleration in g's  X: 0.012, Y: -0.056, Z: 0.923, roll: -3.452, pitch: -0.726
10:47:49.902 -> Acceleration in g's  X: 0.005, Y: -0.058, Z: 0.979, roll: -3.366, pitch: -0.285
10:47:49.935 -> Acceleration in g's  X: -0.005, Y: -0.047, Z: 0.924, roll: -2.905, pitch: 0.302
10:47:49.969 -> Acceleration in g's  X: -0.005, Y: -0.035, Z: 0.954, roll: -2.110, pitch: 0.293
10:47:49.969 -> Acceleration in g's  X: -0.002, Y: -0.028, Z: 0.994, roll: -1.632, pitch: 0.113
10:47:50.003 -> Acceleration in g's  X: 0.002, Y: -0.031, Z: 1.030, roll: -1.737, pitch: -0.109
10:47:50.036 -> Acceleration in g's  X: 0.000, Y: -0.026, Z: 1.056, roll: -1.431, pitch: 0.000
10:47:50.071 -> Acceleration in g's  X: -0.014, Y: -0.024, Z: 1.056, roll: -1.325, pitch: 0.742
10:47:50.071 -> Acceleration in g's  X: -0.021, Y: -0.026, Z: 1.035, roll: -1.459, pitch: 1.135
10:47:50.105 -> Acceleration in g's  X: -0.015, Y: -0.046, Z: 0.947, roll: -2.774, pitch: 0.885
10:47:50.141 -> Acceleration in g's  X: -0.005, Y: -0.046, Z: 0.950, roll: -2.765, pitch: 0.294
10:47:50.174 -> Acceleration in g's  X: 0.001, Y: -0.044, Z: 0.979, roll: -2.571, pitch: -0.057
10:47:50.174 -> Acceleration in g's  X: -0.002, Y: -0.037, Z: 0.960, roll: -2.214, pitch: 0.116
10:47:50.209 -> Acceleration in g's  X: -0.014, Y: -0.021, Z: 0.971, roll: -1.210, pitch: 0.807
10:47:50.242 -> Acceleration in g's  X: -0.016, Y: -0.015, Z: 1.004, roll: -0.836, pitch: 0.892
10:47:50.277 -> Acceleration in g's  X: 0.000, Y: -0.007, Z: 0.962, roll: -0.407, pitch: 0.000
10:47:50.277 -> Acceleration in g's  X: -0.006, Y: -0.015, Z: 1.036, roll: -0.810, pitch: 0.324
10:47:50.312 -> Acceleration in g's  X: -0.008, Y: -0.013, Z: 1.035, roll: -0.703, pitch: 0.432
10:47:50.346 -> Acceleration in g's  X: -0.010, Y: -0.019, Z: 1.034, roll: -1.028, pitch: 0.541
10:47:50.379 -> Acceleration in g's  X: -0.004, Y: -0.025, Z: 1.056, roll: -1.378, pitch: 0.212
10:47:50.379 -> Acceleration in g's  X: 0.000, Y: -0.034, Z: 1.004, roll: -1.950, pitch: 0.000
10:47:50.412 -> Acceleration in g's  X: 0.006, Y: -0.030, Z: 1.010, roll: -1.717, pitch: -0.332
10:47:50.447 -> Acceleration in g's  X: 0.001, Y: -0.043, Z: 0.965, roll: -2.550, pitch: -0.058
10:47:50.480 -> Acceleration in g's  X: -0.007, Y: -0.042, Z: 0.972, roll: -2.475, pitch: 0.403
10:47:50.480 -> Acceleration in g's  X: -0.003, Y: -0.024, Z: 0.945, roll: -1.479, pitch: 0.178
10:47:50.514 -> Acceleration in g's  X: 0.003, Y: -0.026, Z: 0.921, roll: -1.640, pitch: -0.182
10:47:50.547 -> Acceleration in g's  X: -0.013, Y: -0.032, Z: 0.956, roll: -1.931, pitch: 0.760
10:47:50.582 -> Acceleration in g's  X: -0.034, Y: -0.021, Z: 1.002, roll: -1.228, pitch: 1.953
10:47:50.582 -> Acceleration in g's  X: -0.025, Y: -0.014, Z: 1.006, roll: -0.779, pitch: 1.446
10:47:50.615 -> Acceleration in g's  X: -0.021, Y: -0.033, Z: 1.049, roll: -1.813, pitch: 1.173
10:47:50.649 -> Acceleration in g's  X: -0.011, Y: -0.036, Z: 1.001, roll: -2.067, pitch: 0.614
10:47:50.683 -> Acceleration in g's  X: -0.010, Y: -0.038, Z: 1.005, roll: -2.171, pitch: 0.556
10:47:50.717 -> Acceleration in g's  X: -0.012, Y: -0.034, Z: 0.990, roll: -1.977, pitch: 0.678
10:47:50.717 -> Acceleration in g's  X: -0.002, Y: -0.019, Z: 0.954, roll: -1.114, pitch: 0.117
10:47:50.751 -> Acceleration in g's  X: 0.003, Y: -0.021, Z: 0.936, roll: -1.316, pitch: -0.179
10:47:50.785 -> Acceleration in g's  X: 0.003, Y: -0.033, Z: 0.987, roll: -1.926, pitch: -0.170
10:47:50.819 -> Acceleration in g's  X: 0.001, Y: -0.026, Z: 0.989, roll: -1.527, pitch: -0.057
10:47:50.819 -> Acceleration in g's  X: -0.001, Y: -0.032, Z: 0.910, roll: -2.028, pitch: 0.061
10:47:50.854 -> Acceleration in g's  X: -0.017, Y: -0.038, Z: 0.981, roll: -2.222, pitch: 0.968
10:47:50.887 -> Acceleration in g's  X: -0.023, Y: -0.041, Z: 1.044, roll: -2.250, pitch: 1.285
10:47:50.922 -> Acceleration in g's  X: 0.001, Y: -0.053, Z: 1.040, roll: -2.903, pitch: -0.054
10:47:50.922 -> Acceleration in g's  X: -0.004, Y: -0.047, Z: 1.053, roll: -2.550, pitch: 0.212
10:47:50.957 -> Acceleration in g's  X: 0.000, Y: -0.053, Z: 0.953, roll: -3.167, pitch: 0.000
10:47:50.991 -> Acceleration in g's  X: 0.000, Y: -0.048, Z: 0.913, roll: -3.000, pitch: 0.000
10:47:51.025 -> Acceleration in g's  X: -0.005, Y: -0.034, Z: 0.973, roll: -2.013, pitch: 0.287
10:47:51.025 -> Acceleration in g's  X: -0.014, Y: -0.040, Z: 1.002, roll: -2.288, pitch: 0.781
10:47:51.059 -> Acceleration in g's  X: -0.001, Y: -0.028, Z: 0.999, roll: -1.624, pitch: 0.056
10:47:51.093 -> Acceleration in g's  X: -0.008, Y: -0.007, Z: 0.983, roll: -0.398, pitch: 0.455
10:47:51.126 -> Acceleration in g's  X: -0.022, Y: -0.021, Z: 1.045, roll: -1.178, pitch: 1.231
10:47:51.126 -> Acceleration in g's  X: -0.013, Y: -0.021, Z: 1.020, roll: -1.152, pitch: 0.713
10:47:51.161 -> Acceleration in g's  X: -0.004, Y: -0.020, Z: 0.999, roll: -1.120, pitch: 0.224
10:47:51.194 -> Acceleration in g's  X: -0.031, Y: -0.023, Z: 1.021, roll: -1.316, pitch: 1.754
10:47:51.229 -> Acceleration in g's  X: -0.014, Y: -0.044, Z: 0.952, roll: -2.643, pitch: 0.822
10:47:51.229 -> Acceleration in g's  X: -0.013, Y: -0.036, Z: 0.966, roll: -2.143, pitch: 0.753
10:47:51.262 -> Acceleration in g's  X: -0.010, Y: -0.037, Z: 0.926, roll: -2.295, pitch: 0.604
10:47:51.296 -> Acceleration in g's  X: 0.001, Y: -0.048, Z: 0.968, roll: -2.831, pitch: -0.058
10:47:51.330 -> Acceleration in g's  X: 0.002, Y: -0.049, Z: 0.992, roll: -2.817, pitch: -0.113
10:47:51.363 -> Acceleration in g's  X: -0.009, Y: -0.042, Z: 1.010, roll: -2.381, pitch: 0.498
10:47:51.363 -> Acceleration in g's  X: 0.003, Y: -0.024, Z: 0.967, roll: -1.447, pitch: -0.174
10:47:51.397 -> Acceleration in g's  X: 0.004, Y: -0.025, Z: 0.982, roll: -1.480, pitch: -0.228
10:47:51.431 -> Acceleration in g's  X: -0.001, Y: -0.026, Z: 1.007, roll: -1.500, pitch: 0.056
10:47:51.465 -> Acceleration in g's  X: -0.006, Y: -0.021, Z: 1.023, roll: -1.148, pitch: 0.328
10:47:51.465 -> Acceleration in g's  X: -0.015, Y: -0.032, Z: 1.007, roll: -1.833, pitch: 0.833
10:47:51.499 -> Acceleration in g's  X: -0.008, Y: -0.024, Z: 0.923, roll: -1.515, pitch: 0.485
10:47:51.532 -> Acceleration in g's  X: -0.008, Y: -0.022, Z: 0.973, roll: -1.323, pitch: 0.460
10:47:51.566 -> Acceleration in g's  X: -0.006, Y: -0.037, Z: 1.017, roll: -2.091, pitch: 0.330
10:47:51.566 -> Acceleration in g's  X: -0.003, Y: -0.037, Z: 0.974, roll: -2.183, pitch: 0.172
10:47:51.600 -> Acceleration in g's  X: -0.006, Y: -0.034, Z: 0.978, roll: -2.003, pitch: 0.343
10:47:51.634 -> Acceleration in g's  X: -0.015, Y: -0.048, Z: 0.966, roll: -2.836, pitch: 0.868
10:47:51.667 -> Acceleration in g's  X: -0.004, Y: -0.038, Z: 0.958, roll: -2.277, pitch: 0.233
10:47:51.702 -> Acceleration in g's  X: 0.010, Y: -0.032, Z: 0.952, roll: -1.939, pitch: -0.587
10:47:51.702 -> Acceleration in g's  X: -0.005, Y: -0.047, Z: 0.961, roll: -2.793, pitch: 0.291
10:47:51.735 -> Acceleration in g's  X: -0.022, Y: -0.029, Z: 1.070, roll: -1.568, pitch: 1.202
10:47:51.769 -> Acceleration in g's  X: -0.020, Y: -0.027, Z: 1.052, roll: -1.489, pitch: 1.064
10:47:51.803 -> Acceleration in g's  X: -0.015, Y: -0.021, Z: 1.033, roll: -1.191, pitch: 0.812
10:47:51.803 -> Acceleration in g's  X: -0.013, Y: -0.016, Z: 1.029, roll: -0.870, pitch: 0.707
10:47:51.837 -> Acceleration in g's  X: 0.008, Y: -0.025, Z: 1.028, roll: -1.414, pitch: -0.435
10:47:51.872 -> Acceleration in g's  X: 0.007, Y: -0.029, Z: 0.983, roll: -1.706, pitch: -0.398
10:47:51.905 -> Acceleration in g's  X: 0.011, Y: -0.041, Z: 0.939, roll: -2.500, pitch: -0.654
10:47:51.905 -> Acceleration in g's  X: 0.005, Y: -0.036, Z: 0.986, roll: -2.098, pitch: -0.283
10:47:51.939 -> Acceleration in g's  X: 0.002, Y: -0.040, Z: 0.949, roll: -2.415, pitch: -0.118
10:47:51.972 -> Acceleration in g's  X: -0.002, Y: -0.034, Z: 0.973, roll: -2.013, pitch: 0.115
10:47:52.007 -> Acceleration in g's  X: -0.016, Y: -0.044, Z: 1.017, roll: -2.475, pitch: 0.880
10:47:52.007 -> Acceleration in g's  X: -0.024, Y: -0.032, Z: 1.054, roll: -1.752, pitch: 1.327
10:47:52.041 -> Acceleration in g's  X: -0.028, Y: -0.030, Z: 1.024, roll: -1.693, pitch: 1.583
10:47:52.074 -> Acceleration in g's  X: -0.023, Y: -0.035, Z: 1.038, roll: -1.940, pitch: 1.293
10:47:52.108 -> Acceleration in g's  X: -0.014, Y: -0.031, Z: 1.044, roll: -1.715, pitch: 0.750
10:47:52.108 -> Acceleration in g's  X: 0.006, Y: -0.024, Z: 0.956, roll: -1.463, pitch: -0.351
10:47:52.141 -> Acceleration in g's  X: -0.002, Y: -0.023, Z: 0.992, roll: -1.353, pitch: 0.113
10:47:52.176 -> Acceleration in g's  X: -0.007, Y: -0.027, Z: 0.922, roll: -1.699, pitch: 0.425
10:47:52.210 -> Acceleration in g's  X: -0.012, Y: -0.033, Z: 0.929, roll: -2.048, pitch: 0.722
10:47:52.244 -> Acceleration in g's  X: -0.014, Y: -0.028, Z: 0.973, roll: -1.668, pitch: 0.805
10:47:52.244 -> Acceleration in g's  X: -0.021, Y: -0.033, Z: 1.019, roll: -1.867, pitch: 1.153
10:47:52.277 -> Acceleration in g's  X: -0.027, Y: -0.022, Z: 1.055, roll: -1.220, pitch: 1.485
10:47:52.310 -> Acceleration in g's  X: -0.029, Y: -0.027, Z: 1.016, roll: -1.542, pitch: 1.652
10:47:52.344 -> Acceleration in g's  X: -0.037, Y: -0.028, Z: 1.002, roll: -1.619, pitch: 2.120
10:47:52.344 -> Acceleration in g's  X: -0.018, Y: -0.034, Z: 0.991, roll: -1.975, pitch: 1.015
10:47:52.379 -> Acceleration in g's  X: -0.010, Y: -0.036, Z: 1.002, roll: -2.065, pitch: 0.558
10:47:52.412 -> Acceleration in g's  X: -0.005, Y: -0.043, Z: 1.000, roll: -2.460, pitch: 0.280
10:47:52.445 -> Acceleration in g's  X: -0.006, Y: -0.029, Z: 0.938, roll: -1.790, pitch: 0.358
10:47:52.445 -> Acceleration in g's  X: -0.007, Y: -0.025, Z: 0.895, roll: -1.626, pitch: 0.438
10:47:52.480 -> Acceleration in g's  X: -0.011, Y: -0.031, Z: 0.952, roll: -1.880, pitch: 0.646
10:47:52.515 -> Acceleration in g's  X: -0.003, Y: -0.042, Z: 0.979, roll: -2.457, pitch: 0.171
10:47:52.548 -> Acceleration in g's  X: -0.017, Y: -0.045, Z: 1.044, roll: -2.464, pitch: 0.910
10:47:52.548 -> Acceleration in g's  X: -0.027, Y: -0.031, Z: 1.043, roll: -1.716, pitch: 1.501
10:47:52.583 -> Acceleration in g's  X: -0.029, Y: -0.025, Z: 1.069, roll: -1.360, pitch: 1.569
10:47:52.616 -> Acceleration in g's  X: -0.015, Y: -0.028, Z: 1.005, roll: -1.614, pitch: 0.835
10:47:52.649 -> Acceleration in g's  X: 0.006, Y: -0.024, Z: 0.971, roll: -1.441, pitch: -0.346
10:47:52.683 -> Acceleration in g's  X: 0.012, Y: -0.034, Z: 0.997, roll: -1.963, pitch: -0.673
10:47:52.683 -> Acceleration in g's  X: 0.012, Y: -0.056, Z: 0.979, roll: -3.253, pitch: -0.684
10:47:52.717 -> Acceleration in g's  X: 0.021, Y: -0.045, Z: 0.950, roll: -2.707, pitch: -1.235
10:47:52.750 -> Acceleration in g's  X: 0.033, Y: -0.049, Z: 0.927, roll: -3.016, pitch: -2.049
10:47:52.783 -> Acceleration in g's  X: 0.019, Y: -0.055, Z: 0.978, roll: -3.202, pitch: -1.086
10:47:52.783 -> Acceleration in g's  X: 0.041, Y: -0.038, Z: 0.986, roll: -2.211, pitch: -2.379
10:47:52.816 -> Acceleration in g's  X: 0.031, Y: -0.039, Z: 1.021, roll: -2.190, pitch: -1.751
10:47:52.851 -> Acceleration in g's  X: 0.011, Y: -0.036, Z: 1.026, roll: -2.016, pitch: -0.599
10:47:52.885 -> Acceleration in g's  X: 0.006, Y: -0.027, Z: 1.022, roll: -1.532, pitch: -0.328
10:47:52.885 -> Acceleration in g's  X: 0.001, Y: -0.021, Z: 1.028, roll: -1.197, pitch: -0.054
10:47:52.919 -> Acceleration in g's  X: -0.002, Y: -0.020, Z: 1.009, roll: -1.109, pitch: 0.111
10:47:52.954 -> Acceleration in g's  X: -0.003, Y: -0.021, Z: 1.020, roll: -1.207, pitch: 0.165
10:47:52.988 -> Acceleration in g's  X: 0.005, Y: -0.016, Z: 0.953, roll: -0.939, pitch: -0.293
10:47:52.988 -> Acceleration in g's  X: -0.005, Y: -0.033, Z: 0.970, roll: -1.961, pitch: 0.288
10:47:53.021 -> Acceleration in g's  X: -0.002, Y: -0.031, Z: 0.951, roll: -1.882, pitch: 0.118
10:47:53.054 -> Acceleration in g's  X: -0.002, Y: -0.039, Z: 0.953, roll: -2.347, pitch: 0.117
10:47:53.089 -> Acceleration in g's  X: -0.019, Y: -0.037, Z: 1.025, roll: -2.073, pitch: 1.036
10:47:53.124 -> Acceleration in g's  X: -0.013, Y: -0.029, Z: 1.004, roll: -1.672, pitch: 0.724
10:47:53.124 -> Acceleration in g's  X: -0.006, Y: -0.028, Z: 1.004, roll: -1.616, pitch: 0.334
10:47:53.157 -> Acceleration in g's  X: -0.019, Y: -0.030, Z: 1.004, roll: -1.727, pitch: 1.058
10:47:53.191 -> Acceleration in g's  X: -0.018, Y: -0.024, Z: 1.008, roll: -1.388, pitch: 0.999
10:47:53.225 -> Acceleration in g's  X: 0.000, Y: -0.025, Z: 1.015, roll: -1.433, pitch: 0.000
10:47:53.225 -> Acceleration in g's  X: 0.003, Y: -0.024, Z: 0.947, roll: -1.476, pitch: -0.177
10:47:53.259 -> Acceleration in g's  X: 0.003, Y: -0.034, Z: 0.957, roll: -2.045, pitch: -0.175
10:47:53.293 -> Acceleration in g's  X: 0.002, Y: -0.045, Z: 0.995, roll: -2.585, pitch: -0.112
10:47:53.327 -> Acceleration in g's  X: 0.000, Y: -0.047, Z: 0.979, roll: -2.743, pitch: 0.000
10:47:53.327 -> Acceleration in g's  X: -0.006, Y: -0.059, Z: 0.985, roll: -3.403, pitch: 0.340
10:47:53.361 -> Acceleration in g's  X: -0.001, Y: -0.058, Z: 0.994, roll: -3.317, pitch: 0.056
10:47:53.394 -> Acceleration in g's  X: -0.016, Y: -0.061, Z: 0.990, roll: -3.499, pitch: 0.902
10:47:53.428 -> Acceleration in g's  X: -0.008, Y: -0.037, Z: 0.993, roll: -2.140, pitch: 0.450
10:47:53.428 -> Acceleration in g's  X: -0.021, Y: -0.035, Z: 0.974, roll: -2.068, pitch: 1.263
10:47:53.463 -> Acceleration in g's  X: -0.025, Y: -0.032, Z: 0.985, roll: -1.873, pitch: 1.475
10:47:53.497 -> Acceleration in g's  X: -0.015, Y: -0.026, Z: 1.020, roll: -1.481, pitch: 0.823
10:47:53.532 -> Acceleration in g's  X: -0.012, Y: -0.013, Z: 1.026, roll: -0.709, pitch: 0.654
10:47:53.532 -> Acceleration in g's  X: -0.020, Y: -0.019, Z: 0.993, roll: -1.070, pitch: 1.126
10:47:53.565 -> Acceleration in g's  X: -0.005, Y: -0.009, Z: 0.939, roll: -0.536, pitch: 0.298
10:47:53.599 -> Acceleration in g's  X: -0.015, Y: -0.025, Z: 0.962, roll: -1.512, pitch: 0.872
10:47:53.634 -> Acceleration in g's  X: -0.020, Y: -0.031, Z: 0.996, roll: -1.797, pitch: 1.123
10:47:53.634 -> Acceleration in g's  X: -0.013, Y: -0.043, Z: 0.992, roll: -2.480, pitch: 0.732
10:47:53.668 -> Acceleration in g's  X: -0.013, Y: -0.028, Z: 1.015, roll: -1.599, pitch: 0.717
10:47:53.701 -> Acceleration in g's  X: -0.014, Y: -0.032, Z: 1.007, roll: -1.833, pitch: 0.778
10:47:53.735 -> Acceleration in g's  X: -0.018, Y: -0.039, Z: 0.992, roll: -2.255, pitch: 1.014
10:47:53.768 -> Acceleration in g's  X: -0.015, Y: -0.032, Z: 0.974, roll: -1.896, pitch: 0.861
10:47:53.768 -> Acceleration in g's  X: -0.003, Y: -0.031, Z: 1.008, roll: -1.776, pitch: 0.166
10:47:53.803 -> Acceleration in g's  X: 0.007, Y: -0.032, Z: 1.001, roll: -1.844, pitch: -0.391
10:47:53.837 -> Acceleration in g's  X: 0.013, Y: -0.044, Z: 0.954, roll: -2.637, pitch: -0.762
10:47:53.871 -> Acceleration in g's  X: 0.021, Y: -0.046, Z: 0.958, roll: -2.743, pitch: -1.283
10:47:53.871 -> Acceleration in g's  X: 0.023, Y: -0.043, Z: 0.977, roll: -2.519, pitch: -1.374
10:47:53.905 -> Acceleration in g's  X: 0.023, Y: -0.060, Z: 0.966, roll: -3.529, pitch: -1.387
10:47:53.939 -> Acceleration in g's  X: 0.025, Y: -0.062, Z: 0.969, roll: -3.634, pitch: -1.498
10:47:53.973 -> Acceleration in g's  X: 0.027, Y: -0.056, Z: 1.004, roll: -3.174, pitch: -1.558
10:47:53.973 -> Acceleration in g's  X: 0.027, Y: -0.056, Z: 0.991, roll: -3.214, pitch: -1.578
10:47:54.007 -> Acceleration in g's  X: 0.017, Y: -0.038, Z: 1.011, roll: -2.158, pitch: -0.940
10:47:54.041 -> Acceleration in g's  X: 0.012, Y: -0.020, Z: 1.015, roll: -1.103, pitch: -0.662
10:47:54.076 -> Acceleration in g's  X: 0.014, Y: -0.021, Z: 0.945, roll: -1.243, pitch: -0.828
10:47:54.076 -> Acceleration in g's  X: 0.007, Y: -0.020, Z: 0.972, roll: -1.152, pitch: -0.403
10:47:54.110 -> Acceleration in g's  X: -0.006, Y: -0.011, Z: 1.053, roll: -0.585, pitch: 0.319
10:47:54.144 -> Acceleration in g's  X: -0.001, Y: -0.027, Z: 0.970, roll: -1.615, pitch: 0.058
10:47:54.178 -> Acceleration in g's  X: -0.009, Y: -0.030, Z: 0.977, roll: -1.776, pitch: 0.515
10:47:54.178 -> Acceleration in g's  X: -0.009, Y: -0.025, Z: 0.989, roll: -1.470, pitch: 0.509
10:47:54.212 -> Acceleration in g's  X: -0.009, Y: -0.047, Z: 0.963, roll: -2.787, pitch: 0.522
